Mod:Item:MetaData, Localized Name
environmentaltech:ionite_tiles, Ionite Tiles
environmentaltech:aethium, Aethium
environmentaltech:aethium_paver, Aethium Paver
environmentaltech:aethium_bricks, Aethium Bricks
environmentaltech:aethium_tiles, Aethium Tiles
environmentaltech:lonsdaleite, Lonsdaleite
environmentaltech:lonsdaleite_paver, Lonsdaleite Paver
environmentaltech:lonsdaleite_bricks, Lonsdaleite Bricks
environmentaltech:lonsdaleite_tiles, Lonsdaleite Tiles
environmentaltech:mica, Mica
environmentaltech:litherite_crystal, Litherite Crystal
environmentaltech:erodium_crystal, Erodium Crystal
environmentaltech:kyronite_crystal, Kyronite Crystal
environmentaltech:pladium_crystal, Pladium Crystal
environmentaltech:ionite_crystal, Ionite Crystal
environmentaltech:aethium_crystal, Aethium Crystal
environmentaltech:lonsdaleite_crystal, Lonsdaleite Crystal
environmentaltech:interconnect, Interconnect
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:connector, Connector
environmentaltech:modifier_null, Null Modifier
environmentaltech:modifier_speed, Speed Modifier
environmentaltech:structure_frame_1, Structure Frame Tier 1
environmentaltech:structure_frame_2, Structure Frame Tier 2
environmentaltech:structure_frame_3, Structure Frame Tier 3
environmentaltech:structure_frame_4, Structure Frame Tier 4
environmentaltech:structure_frame_5, Structure Frame Tier 5
environmentaltech:structure_frame_6, Structure Frame Tier 6
environmentaltech:structure_panel, Structure Panel
environmentaltech:structure_panel_clear, Clear Structure Panel
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, Insulated Lightning Rod
environmentaltech:lightning_cont_1, Lightning Controller Tier 1
environmentaltech:lightning_cont_2, Lightning Controller Tier 2
environmentaltech:lightning_cont_3, Lightning Controller Tier 3
environmentaltech:lightning_cont_4, Lightning Controller Tier 4
environmentaltech:lightning_cont_5, Lightning Controller Tier 5
environmentaltech:lightning_cont_6, Lightning Controller Tier 6
environmentaltech:modifier_creative_flight, Creative Flight Modifier
environmentaltech:modifier_haste, Haste Modifier
environmentaltech:modifier_strength, Strength Modifier
environmentaltech:modifier_jump_boost, Jump Boost Modifier
environmentaltech:modifier_regeneration, Regen Modifier
environmentaltech:modifier_resistance, Resistance Modifier
environmentaltech:modifier_fire_resistance, Fire Resistance Modifier
environmentaltech:modifier_water_breathing, Water Breathing Modifier
environmentaltech:modifier_invisibility, Invisibility Modifier
environmentaltech:modifier_night_vision, Night Vision Modifier
environmentaltech:modifier_health_boost, Health Boost Modifier
environmentaltech:modifier_absorption, Absoption Modifier
environmentaltech:modifier_saturation, Saturation Modifier
environmentaltech:modifier_glowing, Glowing Modifier
environmentaltech:modifier_luck, Luck Modifier
environmentaltech:nano_cont_personal_1, Personal Nano Bot Beacon Tier 1
environmentaltech:nano_cont_personal_2, Personal Nano Bot Beacon Tier 2
environmentaltech:nano_cont_personal_3, Personal Nano Bot Beacon Tier 3
environmentaltech:nano_cont_personal_4, Personal Nano Bot Beacon Tier 4
environmentaltech:nano_cont_personal_5, Personal Nano Bot Beacon Tier 5
environmentaltech:nano_cont_personal_6, Personal Nano Bot Beacon Tier 6
environmentaltech:solar_cont_1, Solar Array Controller Tier 1
environmentaltech:solar_cont_2, Solar Array Controller Tier 2
environmentaltech:solar_cont_3, Solar Array Controller Tier 3
environmentaltech:solar_cont_4, Solar Array Controller Tier 4
environmentaltech:solar_cont_5, Solar Array Controller Tier 5
environmentaltech:solar_cont_6, Solar Array Controller Tier 6
environmentaltech:solar_cell_litherite, Litherite Solar Cell
environmentaltech:solar_cell_erodium, Erodium Solar Cell
environmentaltech:solar_cell_kyronite, Kyronite Solar Cell
environmentaltech:solar_cell_pladium, Pladium Solar Cell
environmentaltech:solar_cell_ionite, Ionite Solar Cell
environmentaltech:solar_cell_aethium, Aethium Solar Cell
environmentaltech:modifier_piezo, Piezo Modifier
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:thermal_cell, Thermal Cell
environmentaltech:laser_core, Laser Core
environmentaltech:laser_lens, Clear Laser Lens
environmentaltech:laser_lens_crystal, Crystal Laser Lens
environmentaltech:laser_lens_colored:0, White Laser Lens
environmentaltech:laser_lens_colored:1, Orange Laser Lens
environmentaltech:laser_lens_colored:2, Magenta Laser Lens
environmentaltech:laser_lens_colored:3, Light Blue Laser Lens
environmentaltech:laser_lens_colored:4, Yellow Laser Lens
environmentaltech:laser_lens_colored:5, Lime Laser Lens
environmentaltech:laser_lens_colored:6, Pink Laser Lens
environmentaltech:laser_lens_colored:7, Gray Laser Lens
environmentaltech:laser_lens_colored:8, Light Gray Laser Lens
environmentaltech:laser_lens_colored:9, Cyan Laser Lens
environmentaltech:laser_lens_colored:10, Purple Laser Lens
environmentaltech:laser_lens_colored:11, Blue Laser Lens
environmentaltech:laser_lens_colored:12, Brown Laser Lens
environmentaltech:laser_lens_colored:13, Green Laser Lens
environmentaltech:laser_lens_colored:14, Red Laser Lens
environmentaltech:laser_lens_colored:15, Black Laser Lens
environmentaltech:modifier_accuracy, Accuracy Modifier
environmentaltech:diode, Diode
environmentaltech:void_ore_miner_cont_1, Void Ore Miner Controller Tier 1
environmentaltech:void_ore_miner_cont_2, Void Ore Miner Controller Tier 2
environmentaltech:void_ore_miner_cont_3, Void Ore Miner Controller Tier 3
environmentaltech:void_ore_miner_cont_4, Void Ore Miner Controller Tier 4
environmentaltech:void_ore_miner_cont_5, Void Ore Miner Controller Tier 5
environmentaltech:void_ore_miner_cont_6, Void Ore Miner Controller Tier 6
environmentaltech:void_res_miner_cont_1, Void Resource Miner Controller Tier 1
environmentaltech:void_res_miner_cont_2, Void Resource Miner Controller Tier 2
environmentaltech:void_res_miner_cont_3, Void Resource Miner Controller Tier 3
environmentaltech:void_res_miner_cont_4, Void Resource Miner Controller Tier 4
environmentaltech:void_res_miner_cont_5, Void Resource Miner Controller Tier 5
environmentaltech:void_res_miner_cont_6, Void Resource Miner Controller Tier 6
environmentaltech:void_botanic_miner_cont_1, Void Botanic Miner Controller Tier 1
environmentaltech:void_botanic_miner_cont_2, Void Botanic Miner Controller Tier 2
environmentaltech:void_botanic_miner_cont_3, Void Botanic Miner Controller Tier 3
environmentaltech:void_botanic_miner_cont_4, Void Botanic Miner Controller Tier 4
environmentaltech:void_botanic_miner_cont_5, Void Botanic Miner Controller Tier 5
environmentaltech:void_botanic_miner_cont_6, Void Botanic Miner Controller Tier 6
exnihilocreatio:hammer_wood, Wooden Hammer
exnihilocreatio:hammer_stone, Stone Hammer
exnihilocreatio:hammer_iron, Iron Hammer
exnihilocreatio:hammer_diamond, Diamond Hammer
exnihilocreatio:hammer_gold, Gold Hammer
exnihilocreatio:crook_wood, Wooden Crook
exnihilocreatio:crook_bone, Bone Crook
exnihilocreatio:item_mesh:1, String Mesh
exnihilocreatio:item_mesh:2, Flint Stiffened Mesh
exnihilocreatio:item_mesh:3, Iron Stiffened Mesh
exnihilocreatio:item_mesh:4, Diamond Stiffened Mesh
exnihilocreatio:item_material:1, Porcelain Clay
exnihilocreatio:item_material:2, Silkworm
exnihilocreatio:item_material:3, Ancient Spores
exnihilocreatio:item_material:4, Grass Seeds
exnihilocreatio:item_material:5, Porcelain Doll
exnihilocreatio:item_material:6, Stone Rod
exnihilocreatio:item_material:7, Stone Gear
exnihilocreatio:item_cooked_silkworm, Cooked Silkworm
exnihilocreatio:item_pebble:0, Stone Pebble
exnihilocreatio:item_pebble:1, Granite Pebble
exnihilocreatio:item_pebble:2, Diorite Pebble
exnihilocreatio:item_pebble:3, Andesite Pebble
exnihilocreatio:item_doll:0, Blazing Doll
exnihilocreatio:item_doll:1, Creeping Doll
exnihilocreatio:item_doll:2, Floating Doll
exnihilocreatio:item_doll:3, Protecting Doll
exnihilocreatio:item_seed_oak, Oak Seed
exnihilocreatio:item_seed_spruce, Spruce Seed
exnihilocreatio:item_seed_birch, Birch Seed
exnihilocreatio:item_seed_jungle, Jungle Seed
exnihilocreatio:item_seed_acacia, Acacia Seed
exnihilocreatio:item_seed_darkoak, Dark Oak Seed
exnihilocreatio:item_seed_cactus, Cactus Seed
exnihilocreatio:item_seed_sugarcane, Sugarcane Seed
exnihilocreatio:item_seed_carrot, Carrot Seeds
exnihilocreatio:item_seed_potato, Potato Seeds
exnihilocreatio:witchwater, tile.witchwater.name
exnihilocreatio:block_dust, Dust
exnihilocreatio:block_netherrack_crushed, Crushed Netherrack
exnihilocreatio:block_endstone_crushed, Crushed Endstone
exnihilocreatio:block_skystone_crushed, Crushed Sky Stone
exnihilocreatio:block_andesite_crushed, Crushed Andesite
exnihilocreatio:block_diorite_crushed, Crushed Diorite
exnihilocreatio:block_granite_crushed, Crushed Granite
exnihilocreatio:block_barrel0, Wooden Barrel
exnihilocreatio:block_barrel1, Stone Barrel
exnihilocreatio:block_infesting_leaves, Infested Leaves
exnihilocreatio:block_infested_leaves, Infested Leaves
exnihilocreatio:block_sieve, Sieve
exnihilocreatio:block_crucible_wood, Wooden Crucible
exnihilocreatio:block_waterwheel, Waterwheel
exnihilocreatio:block_axle_stone, Stone Axle
exnihilocreatio:block_grinder, Grinder [WIP! Does nothing yet!]
exnihilocreatio:block_auto_sifter, Auto Sifter
exnihilocreatio:block_end_cake, End Cake
exnihilocreatio:block_crucible:0, Unfired Crucible
exnihilocreatio:block_crucible:1, Crucible
zerocore:debugtool, Debug Tool
bigreactors:ingotmetals:0, Yellorium Ingot
bigreactors:ingotmetals:1, Cyanite Ingot
bigreactors:ingotmetals:2, Graphite Bar
bigreactors:ingotmetals:3, Blutonium Ingot
bigreactors:ingotmetals:4, Ludicrite Ingot
bigreactors:ingotmetals:5, Steel Ingot
bigreactors:dustmetals:0, Yellorium Dust
bigreactors:dustmetals:1, Cyanite Dust
bigreactors:dustmetals:2, Graphite Dust
bigreactors:dustmetals:3, Blutonium Dust
bigreactors:dustmetals:4, Ludicrite Dust
bigreactors:dustmetals:5, Steel Dust
bigreactors:minerals:0, Anglesite (PbSO4)
bigreactors:minerals:1, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores:0, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores:0, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:turbinecreativesteamgenerator:0, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade:0, Turbine Rotor Blade (Legacy)
bigreactors:brore:0, Yellorite Ore
bigreactors:brore:1, Anglesite Ore
bigreactors:brore:2, Benitoite Ore
bigreactors:blockmetals:0, Yellorium Block
bigreactors:blockmetals:1, Cyanite Block
bigreactors:blockmetals:2, Graphite Block
bigreactors:blockmetals:3, Blutonium Block
bigreactors:blockmetals:4, Ludicrite Block
bigreactors:blockmetals:5, Steel Block
bigreactors:turbinebearing:0, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport:0, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing:0, Turbine Housing (Legacy)
bigreactors:reactoraccessport:0, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport:0, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft:0, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport:0, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport:0, Turbine Fluid Port (Legacy)
bigreactors:reactorcoolantport:0, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller:0, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla:0, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass:0, Turbine Glass (Legacy)
bigreactors:reactorcasing:0, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf:0, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller:0, Reactor Controller (Legacy)
bigreactors:reactorredstoneport:0, Reactor Redstone Port (Legacy)
bigreactors:turbinepowertaprf:0, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla:0, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport:0, Reactor Computer Port (Legacy)
bigreactors:reactorglass:0, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod:0, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod:0, Reactor Fuel Rod (Legacy)
fairylights:light:0, Black Fairy Light
fairylights:light:1, Red Fairy Light
fairylights:light:2, Green Fairy Light
fairylights:light:3, Brown Fairy Light
fairylights:light:4, Blue Fairy Light
fairylights:light:5, Purple Fairy Light
fairylights:light:6, Cyan Fairy Light
fairylights:light:7, Light Grey Fairy Light
fairylights:light:8, Grey Fairy Light
fairylights:light:9, Pink Fairy Light
fairylights:light:10, Lime Fairy Light
fairylights:light:11, Yellow Fairy Light
fairylights:light:12, Light Blue Fairy Light
fairylights:light:13, Magenta Fairy Light
fairylights:light:14, Orange Fairy Light
fairylights:light:15, White Fairy Light
fairylights:light:16, Black Paper Lantern
fairylights:light:17, Red Paper Lantern
fairylights:light:18, Green Paper Lantern
fairylights:light:19, Brown Paper Lantern
fairylights:light:20, Blue Paper Lantern
fairylights:light:21, Purple Paper Lantern
fairylights:light:22, Cyan Paper Lantern
fairylights:light:23, Light Grey Paper Lantern
fairylights:light:24, Grey Paper Lantern
fairylights:light:25, Pink Paper Lantern
fairylights:light:26, Lime Paper Lantern
fairylights:light:27, Yellow Paper Lantern
fairylights:light:28, Light Blue Paper Lantern
fairylights:light:29, Magenta Paper Lantern
fairylights:light:30, Orange Paper Lantern
fairylights:light:31, White Paper Lantern
fairylights:light:32, Black Orb Lantern
fairylights:light:33, Red Orb Lantern
fairylights:light:34, Green Orb Lantern
fairylights:light:35, Brown Orb Lantern
fairylights:light:36, Blue Orb Lantern
fairylights:light:37, Purple Orb Lantern
fairylights:light:38, Cyan Orb Lantern
fairylights:light:39, Light Grey Orb Lantern
fairylights:light:40, Grey Orb Lantern
fairylights:light:41, Pink Orb Lantern
fairylights:light:42, Lime Orb Lantern
fairylights:light:43, Yellow Orb Lantern
fairylights:light:44, Light Blue Orb Lantern
fairylights:light:45, Magenta Orb Lantern
fairylights:light:46, Orange Orb Lantern
fairylights:light:47, White Orb Lantern
fairylights:light:48, Black Flower Light
fairylights:light:49, Red Flower Light
fairylights:light:50, Green Flower Light
fairylights:light:51, Brown Flower Light
fairylights:light:52, Blue Flower Light
fairylights:light:53, Purple Flower Light
fairylights:light:54, Cyan Flower Light
fairylights:light:55, Light Grey Flower Light
fairylights:light:56, Grey Flower Light
fairylights:light:57, Pink Flower Light
fairylights:light:58, Lime Flower Light
fairylights:light:59, Yellow Flower Light
fairylights:light:60, Light Blue Flower Light
fairylights:light:61, Magenta Flower Light
fairylights:light:62, Orange Flower Light
fairylights:light:63, White Flower Light
fairylights:light:64, Black Ornate Lantern
fairylights:light:65, Red Ornate Lantern
fairylights:light:66, Green Ornate Lantern
fairylights:light:67, Brown Ornate Lantern
fairylights:light:68, Blue Ornate Lantern
fairylights:light:69, Purple Ornate Lantern
fairylights:light:70, Cyan Ornate Lantern
fairylights:light:71, Light Grey Ornate Lantern
fairylights:light:72, Grey Ornate Lantern
fairylights:light:73, Pink Ornate Lantern
fairylights:light:74, Lime Ornate Lantern
fairylights:light:75, Yellow Ornate Lantern
fairylights:light:76, Light Blue Ornate Lantern
fairylights:light:77, Magenta Ornate Lantern
fairylights:light:78, Orange Ornate Lantern
fairylights:light:79, White Ornate Lantern
fairylights:light:80, Black Oil Lantern
fairylights:light:81, Red Oil Lantern
fairylights:light:82, Green Oil Lantern
fairylights:light:83, Brown Oil Lantern
fairylights:light:84, Blue Oil Lantern
fairylights:light:85, Purple Oil Lantern
fairylights:light:86, Cyan Oil Lantern
fairylights:light:87, Light Grey Oil Lantern
fairylights:light:88, Grey Oil Lantern
fairylights:light:89, Pink Oil Lantern
fairylights:light:90, Lime Oil Lantern
fairylights:light:91, Yellow Oil Lantern
fairylights:light:92, Light Blue Oil Lantern
fairylights:light:93, Magenta Oil Lantern
fairylights:light:94, Orange Oil Lantern
fairylights:light:95, White Oil Lantern
fairylights:light:112, Black Jack o'Lantern
fairylights:light:113, Red Jack o'Lantern
fairylights:light:114, Green Jack o'Lantern
fairylights:light:115, Brown Jack o'Lantern
fairylights:light:116, Blue Jack o'Lantern
fairylights:light:117, Purple Jack o'Lantern
fairylights:light:118, Cyan Jack o'Lantern
fairylights:light:119, Light Grey Jack o'Lantern
fairylights:light:120, Grey Jack o'Lantern
fairylights:light:121, Pink Jack o'Lantern
fairylights:light:122, Lime Jack o'Lantern
fairylights:light:123, Yellow Jack o'Lantern
fairylights:light:124, Light Blue Jack o'Lantern
fairylights:light:125, Magenta Jack o'Lantern
fairylights:light:126, Orange Jack o'Lantern
fairylights:light:127, White Jack o'Lantern
fairylights:light:128, Black Skull Light
fairylights:light:129, Red Skull Light
fairylights:light:130, Green Skull Light
fairylights:light:131, Brown Skull Light
fairylights:light:132, Blue Skull Light
fairylights:light:133, Purple Skull Light
fairylights:light:134, Cyan Skull Light
fairylights:light:135, Light Grey Skull Light
fairylights:light:136, Grey Skull Light
fairylights:light:137, Pink Skull Light
fairylights:light:138, Lime Skull Light
fairylights:light:139, Yellow Skull Light
fairylights:light:140, Light Blue Skull Light
fairylights:light:141, Magenta Skull Light
fairylights:light:142, Orange Skull Light
fairylights:light:143, White Skull Light
fairylights:light:144, Black Ghost Light
fairylights:light:145, Red Ghost Light
fairylights:light:146, Green Ghost Light
fairylights:light:147, Brown Ghost Light
fairylights:light:148, Blue Ghost Light
fairylights:light:149, Purple Ghost Light
fairylights:light:150, Cyan Ghost Light
fairylights:light:151, Light Grey Ghost Light
fairylights:light:152, Grey Ghost Light
fairylights:light:153, Pink Ghost Light
fairylights:light:154, Lime Ghost Light
fairylights:light:155, Yellow Ghost Light
fairylights:light:156, Light Blue Ghost Light
fairylights:light:157, Magenta Ghost Light
fairylights:light:158, Orange Ghost Light
fairylights:light:159, White Ghost Light
fairylights:light:160, Black Spider Light
fairylights:light:161, Red Spider Light
fairylights:light:162, Green Spider Light
fairylights:light:163, Brown Spider Light
fairylights:light:164, Blue Spider Light
fairylights:light:165, Purple Spider Light
fairylights:light:166, Cyan Spider Light
fairylights:light:167, Light Grey Spider Light
fairylights:light:168, Grey Spider Light
fairylights:light:169, Pink Spider Light
fairylights:light:170, Lime Spider Light
